"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2019","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5,300","56.2"
"CENSUS","2019","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","48.5"
"CENSUS","2019","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","19","11.1"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","13,631,040","45.0"
"CENSUS","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","6,650,265","38.4"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","60","11.1"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","43,438,172","45.0"
"CENSUS","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","21,260,967","38.4"
"CENSUS","2019","YEAR","","STATE","IOWA","19","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","98","19.3"
"CENSUS","2019","YEAR","","STATE","IOWA","19","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","37,105,725","25.9"
"CENSUS","2019","YEAR","","STATE","IOWA","19","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","21,359,070","26.0"
"CENSUS","2019","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","3","34.2"
"CENSUS","2019","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","37","18.5"
"CENSUS","2019","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","19,567,252","30.0"
"CENSUS","2019","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","9,770,801","30.2"
"CENSUS","2019","YEAR","","STATE","MAINE","23","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","28","13.0"
"CENSUS","2019","YEAR","","STATE","MAINE","23","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","MAINE","23","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","13.0"
"CENSUS","2019","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","11","13.0"
"CENSUS","2019","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","14","11.1"
"CENSUS","2019","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","20","39.5"
"CENSUS","2019","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2,483,164","41.5"
"CENSUS","2019","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,403,975","41.7"
"CENSUS","2019","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","102","11.1"
"CENSUS","2019","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","81,120,832","45.0"
"CENSUS","2019","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","41,128,907","38.4"
"CENSUS","2019","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","12","19.6"
"CENSUS","2019","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","10,499,310","65.8"
"CENSUS","2019","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5,792,603","63.5"
"CENSUS","2019","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5","34.2"
"CENSUS","2019","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","129,712","99.3"
"CENSUS","2019","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","25,300","99.6"
"CENSUS","2019","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","3","19.6"
"CENSUS","2019","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","80,230","65.8"
"CENSUS","2019","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","14,440","63.5"
"CENSUS","2019","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5","13.0"
"CENSUS","2019","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2,728,963","42.9"
"CENSUS","2019","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,076,196","44.6"
"CENSUS","2019","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","3","13.0"
"CENSUS","2019","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5","19.6"
"CENSUS","2019","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","6,124","65.8"
"CENSUS","2019","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,920","63.5"
"CENSUS","2019","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","71","14.2"
"CENSUS","2019","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","41,561,903","52.8"
"CENSUS","2019","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","16,479,547","51.1"
"CENSUS","2019","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","47","18.5"
"CENSUS","2019","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","81,397,118","30.0"
"CENSUS","2019","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","31,770,683","30.2"
"CENSUS","2019","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","34.2"
"CENSUS","2019","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","OHIO","39","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","35","47.5"
"CENSUS","2019","YEAR","","STATE","OHIO","39","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","33,141,660","55.4"
"CENSUS","2019","YEAR","","STATE","OHIO","39","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","14,567,227","54.2"
"CENSUS","2019","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","3","50.8"
"CENSUS","2019","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2,744,708","64.4"
"CENSUS","2019","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,581,906","64.3"
"CENSUS","2019","YEAR","","STATE","OREGON","41","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","6","48.5"
"CENSUS","2019","YEAR","","STATE","OREGON","41","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","OREGON","41","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","112","10.2"
"CENSUS","2019","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","104,000,815","12.9"
"CENSUS","2019","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","51,730,437","14.9"
"CENSUS","2019","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","13.0"
"CENSUS","2019","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","31.4"
"CENSUS","2019","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","34.2"
"CENSUS","2019","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","EGGS","EGGS, ORGANIC - SALES, MEASURED IN DOZEN","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2019","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","EGGS","EGGS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","18.5"
