"countyFIPS","stateFIPS","2000_Food_Average","2000_Food_at_Home_Average","2000_Meat_Poultry_Fish_Eggs_Average","2000_Fruit_Vegetables_Average","2000_Food_Away_from_Home_Average","2010_Food_Average","2010_Food_at_Home_Average","2010_Meat_Poultry_Fish_Eggs_Average","2010_Fruit_Vegetables_Average","2010_Food_Away_from_Home_Average","2000_Bakery_Cereal_Products_Average","2000_Flour_Average","2000_Rice_Average","2000_Pasta_Cornmeal_Other_Cereal_Products_Average","2000_Bread_Average","2000_Beef_Average","2000_Pork_Average","2000_Poultry_Average","2000_Seafood_Average","2000_Eggs_Average","2000_Dairy_Products_Average","2000_Lunch_Away_from_Home_Average","2000_Dinner_Away_from_Home_Average","2000_Breakfast_and_Brunch_Away_from_Home_Average","2000_Alcoholic_Beverages_Average","2010_Bakery_Cereal_Products_Average","2010_Flour_Average","2010_Rice_Average","2010_Pasta_Cornmeal_Other_Cereal_Products_Average","2010_Bread_Average","2010_Beef_Average","2010_Pork_Average","2010_Poultry_Average","2010_Seafood_Average","2010_Eggs_Average","2010_Dairy_Products_Average","2010_Lunch_Away_from_Home_Average","2010_Dinner_Away_from_Home_Average","2010_Breakfast_and_Brunch_Away_from_Home_Average","2010_Alcoholic_Beverages_Average","countyName","stateName","2021_Alcoholic_Beverages_Average","2026_Alcoholic_Beverages_Average","2021_Lunch_Away_from_Home_Average","2021_Dinner_Away_from_Home_Average","2021_Breakfast_and_Brunch_Away_from_Home_Average","2026_Lunch_Away_from_Home_Average","2026_Dinner_Away_from_Home_Average","2026_Breakfast_and_Brunch_Away_from_Home_Average","2021_Bakery_Cereal_Products_Average","2021_Flour_Average","2021_Rice_Average","2021_Pasta_Cornmeal_Other_Cereal_Products_Average","2021_Bread_Average","2026_Bakery_Cereal_Products_Average","2026_Flour_Average","2026_Rice_Average","2026_Pasta_Cornmeal_Other_Cereal_Products_Average","2026_Bread_Average","2021_Dairy_Products_Average","2021_Fruit_Vegetables_Average","2026_Dairy_Products_Average","2026_Fruit_Vegetables_Average","2021_Meat_Poultry_Fish_Eggs_Average","2021_Beef_Average","2021_Pork_Average","2021_Poultry_Average","2021_Seafood_Average","2021_Eggs_Average","2026_Meat_Poultry_Fish_Eggs_Average","2026_Beef_Average","2026_Pork_Average","2026_Poultry_Average","2026_Seafood_Average","2026_Eggs_Average","2021_Annual_Budget_Expenditures_Average","2021_Food_Away_from_Home_Average","2021_Food_Average","2021_Food_at_Home_Average","2026_Food_Away_from_Home_Average","2026_Annual_Budget_Expenditures_Average","2026_Food_Average","2026_Food_at_Home_Average"
"01025",1,4956.78714285714,2994.43857142857,764.685714285714,461.041428571429,1962.34714285714,4878.40571428571,2931.56428571429,676.862857142857,475.457142857143,1946.84285714286,418.94,8.89142857142857,11.6614285714286,21.7028571428571,80.39,243.682857142857,181.171428571429,122.917142857143,86.0771428571429,34.8971428571429,344.86,692.07,718.985714285714,182.857142857143,279.424285714286,398.955714285714,5.18428571428571,11.6457142857143,18.9685714285714,79.0442857142857,204.268571428571,150.608571428571,112.687142857143,82.8971428571429,34.3842857142857,337.548571428571,644.582857142857,834.944285714286,176.052857142857,287.775714285714,"Clarke ","Alabama",325.5,365.46,831.88,1134.55,256.14,934.06,1273.95,287.6,539.02,11.35,22.47,35.22,105.03,605.24,12.74,25.23,39.55,117.94,386.19,723.56,433.63,812.43,895.61,258.82,207.72,150.98,108.69,52.6,1005.65,290.63,233.27,169.51,122.03,59.06,51932.74,2473.49,6536.39,4062.9,2777.34,58312.64,7339.39,4562.05
"01027",1,4653.5,2805.6425,716.465,432.1125,1847.855,4641.5575,2774.6125,644.0375,450.175,1866.9425,392.33,8.185,11.14,20.3425,75.0025,228.765,169.225,115.295,81.11,32.505,323.2325,652.025,680.2125,171.5175,262.7875,377.1875,4.895,11.11,17.9075,74.6,193.9725,142.9675,108.3875,79.275,32.5625,317.8475,619.7675,804.75,166.6125,272.825,"Clay ","Alabama",328.9,361.12,849.32,1153.58,259.41,932.94,1267.02,284.94,547.89,11.54,22.31,35.89,106.79,601.88,12.68,24.51,39.42,117.32,396.66,734.08,435.69,806.32,914.68,265.71,215.87,152,108.46,53.59,1004.78,291.9,237.17,166.97,119.12,58.87,52985.5,2516.94,6657.33,4140.39,2764.55,58195.97,7312.77,4548.21
"01029",1,5069.01,3055.005,780.38,468.72,2014.0025,5052.75,3010.595,699.4875,487.9275,2042.155,426.815,8.9425,12.1025,22.1925,81.4375,249.7925,185.1275,125.39,87.53,35.345,352.37,712.685,740.8125,186.165,283.6175,409.18,5.31,12.04,19.3675,80.77,210.555,155.2125,118.215,86.0975,35.185,344.3625,678.9175,881.7675,180.585,297.0275,"Cleburne ","Alabama",348.26,384.46,819.67,1125.69,248.11,904.62,1242.4,273.82,503.17,10.47,21.28,33.99,96.7,555.22,11.55,23.48,37.51,106.7,374.85,696.73,413.63,768.9,851.68,243.43,192.43,146.16,108.41,49.98,939.81,268.59,212.29,161.32,119.67,55.15,51553.47,2451.98,6310,3858.01,2706.2,56896.18,6963.45,4257.25
"01031",1,5564.58285714286,3318.98714285714,837.576428571429,533.122857142857,2245.59642857143,5268.00142857143,3118.39928571429,717.975714285714,521.418571428571,2149.60142857143,462.387142857143,8.25142857142857,14.7071428571429,24.0242857142857,88.2692857142857,261.588571428571,185.805,139.442142857143,105.555714285714,37.5635714285714,381.1,760.842142857143,857.245,206.558571428571,354.025714285714,421.89,5.14285714285714,13.3821428571429,20.9871428571429,82.4728571428571,212.752857142857,151.740714285714,122.669285714286,96.98,35.9421428571429,354.709285714286,693.068571428571,933.845,194.267142857143,350.237142857143,"Coffee ","Alabama",465.62,515.2,988.76,1412.87,306.62,1092.98,1562.12,338.99,598.66,12.31,27.45,42.07,113.89,661.44,13.6,30.37,46.51,125.82,456.63,860.26,504.69,950.99,1010.38,282.85,211.61,181.94,139.31,60.66,1116.36,312.4,233.57,201.17,154.09,67.05,63894.73,3050.77,7682.9,4632.13,3373.03,70633.44,8491.8,5118.77
"01033",1,5420.54333333333,3236.9125,818.1575,524.488333333333,2183.63,5263.185,3123.98416666667,720.383333333333,525.163333333333,2139.20166666667,452.336666666667,7.8675,14.6808333333333,23.4208333333333,86.49,253.656666666667,180.003333333333,136.778333333333,105.325833333333,36.6216666666667,371.278333333333,735.185,839.49,202.4075,348.538333333333,423.968333333333,5.11666666666667,13.5883333333333,21.0508333333333,82.9041666666667,212.24,151.66,123.275833333333,98.4541666666667,36.0366666666667,355.29,686.75,931.869166666667,195.87,350.660833333333,"Colbert ","Alabama",395.06,440.74,824.42,1174.85,256.79,919.48,1310.46,286.4,506.39,10.38,22.61,35.47,96.14,564.55,11.57,25.22,39.55,107.18,386.87,724.73,431.26,808.14,853.89,240.34,178.87,151.76,117.97,50.36,951.96,267.9,199.3,169.27,131.61,56.16,53852.46,2537.67,6445.34,3907.67,2830.53,60058.34,7187.21,4356.68
"01035",1,4307.152,2597.89,662.642,405.04,1709.264,4295.002,2580.734,599.374,421.088,1714.268,363.178,7.4,10.76,18.888,69.848,209.544,154.244,107.86,77.32,30.392,297.986,599.56,630.368,160.23,253.332,349.744,4.52,10.65,16.85,69.482,179.854,132.442,101.04,74.796,30.636,295.054,567.086,737.014,156.132,257.762,"Conecuh ","Alabama",282.99,311.1,718.79,979.07,221.9,790.37,1076.53,243.99,462.28,9.69,19.79,30.24,90.09,508.35,10.65,21.76,33.26,99.07,328.59,622.96,361.32,685.01,768.95,220.15,175.53,132.02,95.73,45.26,845.56,242.1,193.04,145.16,105.25,49.77,44692.65,2136.79,5624.64,3487.85,2349.5,49141.44,6184.86,3835.36
"01037",1,5047.93,3050.43666666667,776.953333333333,475.466666666667,1997.49666666667,4977.50666666667,2989.54666666667,690.34,491.173333333333,1987.96333333333,424.77,8.95,12.2733333333333,22.0366666666667,81.8,246.806666666667,182.253333333333,125.366666666667,89.9366666666667,35.8933333333333,350.913333333333,703.453333333333,736.46,186.143333333333,288.96,404.77,5.19666666666667,12.14,19.61,80.2333333333333,208.313333333333,152.033333333333,115.58,86.8333333333333,35.4933333333333,342.87,658.483333333333,856.14,179.996666666667,296.023333333333,"Coosa ","Alabama",333.97,373.37,822.59,1114.6,250.72,919.26,1245.65,280.17,523.02,11.03,22.11,34.68,101.32,584.28,12.32,24.7,38.74,113.18,382.07,713.45,426.84,797.15,869.48,250.07,198.95,147.53,107.79,51.45,971.42,279.35,222.21,164.87,120.48,57.48,51522.07,2441.01,6407.1,3966.08,2727.99,57575,7158.95,4430.96
"01039",1,4933.50214285714,2970.44642857143,754.181428571429,468.683571428571,1963.05857142857,4841.04571428571,2912.24642857143,667.537142857143,478.404285714286,1928.80071428571,415.705714285714,8.19571428571428,12.1392857142857,21.3364285714286,79.9828571428571,239.364285714286,172.247142857143,122.217142857143,89.3007142857143,34.1614285714286,341.925,679.092857142857,731.114285714286,183.83,297.798571428571,396.369285714286,5.035,11.72,19.0242857142857,78.4535714285714,201.082142857143,146.276428571429,110.592142857143,83.9292857142857,33.9821428571429,336.075714285714,631.854285714286,827.984285714286,177.232857142857,299.661428571429,"Covington ","Alabama",369.17,408.49,817.25,1137.52,250.89,904.16,1258.6,277.58,508.65,10.69,21.75,35.1,97.18,562.7,11.83,24.06,38.84,107.51,388.92,715.07,430.24,791.09,859.03,245.01,189.43,148.1,111.27,50.44,950.34,271.04,209.55,163.85,123.12,55.8,52659.89,2473.71,6390.57,3916.86,2736.9,58261.3,7070.03,4333.12
"01041",1,4664.29333333333,2825.945,722.078333333333,434.971666666667,1838.34666666667,4554.55333333333,2754.87166666667,633.888333333333,446.138333333333,1799.685,395.583333333333,8.61333333333333,10.7966666666667,20.4266666666667,76.24,231.31,171.355,115.076666666667,80.535,33.195,325.776666666667,651.746666666667,668.605,172.635,261.278333333333,374.968333333333,4.91166666666667,10.755,17.7366666666667,74.715,192.823333333333,142.165,104.245,76.1083333333333,32.63,318.925,599.086666666667,768.243333333333,164.39,262.383333333333,"Crenshaw ","Alabama",347.98,383.8,854.08,1164.96,259.8,941.71,1284.52,286.43,539.91,11.46,22.6,35.78,104.18,595.22,12.63,24.91,39.45,114.84,394.25,735.58,434.75,811.01,904.74,259.97,207.09,154.07,112.17,52.94,997.51,286.64,228.33,169.85,123.67,58.37,53486.21,2542.49,6645.52,4103.02,2803.41,58978.56,7327.11,4523.7
"01043",1,5574.91823529412,3334.07823529412,844.684705882353,529.157647058823,2240.84,5461.92823529412,3232.81823529412,746.006470588235,537.471764705882,2229.11058823529,464.888235294118,8.59647058823529,14.49,24.2441176470588,88.6217647058824,265.556470588235,191.165294117647,139.127647058824,103.464117647059,37.9594117647059,383.52,768.775294117647,848.104117647059,206.197647058824,341.455294117647,438.544705882353,5.39352941176471,13.6970588235294,21.4705882352941,85.7505882352941,221.390588235294,159.089411764706,127.601764705882,99.2082352941176,37.2617647058824,368.034705882353,724.481764705882,969.14,199.607647058824,351.433529411765,"Cullman ","Alabama",395.7,435.48,867.99,1211.75,265.02,955.2,1333.48,291.65,533.52,11.23,22.92,36.88,101.4,587.12,12.35,25.22,40.59,111.58,408.32,752.41,449.36,828,904.32,257.29,198.13,156.93,118.5,52.89,995.15,283.15,218.03,172.69,130.39,58.2,55756.24,2631.39,6746.81,4115.42,2895.77,61360.19,7424.64,4528.87
"01045",1,5271.52714285714,3121.89642857143,785.875,507.869285714286,2149.63071428571,5196.39785714286,3052.59357142857,706.487857142857,515.197857142857,2143.80214285714,433.175,7.325,15.3007142857143,22.8942857142857,82.2214285714286,243.288571428571,169.482857142857,134.332857142857,102.958571428571,35.5478571428571,356.232142857143,726.045714285714,824.862142857143,196.341428571429,352.212142857143,409.181428571429,4.92,13.9642857142857,20.9714285714286,79.7792857142857,207.89,145.865714285714,123.881428571429,98.5971428571429,35.57,343.838571428571,688.666428571429,934.300714285714,193.645,358.701428571429,"Dale ","Alabama",406.95,451.32,868.65,1240.73,269.51,963.1,1375.68,298.8,522.01,10.86,24.32,36.89,99.37,578.78,12.04,26.95,40.9,110.17,400.65,753.48,444.22,835.4,883.2,246.73,184.67,159.89,121.55,53.53,979.27,273.6,204.76,177.25,134.77,59.34,55819.48,2680.35,6729.18,4048.83,2971.8,61896.33,7460.92,4489.12
"01047",1,4338.16153846154,2588.52,656.618461538462,417.879230769231,1749.64153846154,3958.62769230769,2343.07769230769,547.261538461539,392.830769230769,1615.54769230769,361.090769230769,6.24384615384615,12.1707692307692,18.6676923076923,68.9592307692308,201.548461538462,145.328461538462,111.343076923077,84.6738461538462,29.3776923076923,294.273076923077,591.319230769231,672.202307692308,162.179230769231,280.814615384615,315.91,3.79846153846154,10.6153846153846,15.9607692307692,61.6784615384615,159.647692307692,115.167692307692,95.5892307692308,75.6846153846154,27.1046153846154,262.853846153846,517.616153846154,706.515384615385,147.645384615385,270.906153846154,"Dallas ","Alabama",313.27,351.18,703.69,984.48,218.77,788.72,1103.52,245.21,436.18,9,19.89,29.88,83.73,488.94,10.09,22.29,33.5,93.86,320.65,611.21,359.48,685.16,735.07,205.58,156.72,131.86,100.24,43.28,823.93,230.45,175.68,147.77,112.34,48.52,44712.54,2135.4,5476.07,3340.67,2393.55,50122.62,6138.26,3744.71
"01049",1,5525.35857142857,3308.635,840.097857142857,518.808571428571,2216.72428571429,5414.72071428571,3209.08928571429,742.431428571429,527.803571428571,2205.62928571429,461.639285714286,8.88571428571429,13.865,23.97,87.8914285714286,266.13,192.87,137.278571428571,99.9021428571429,37.6742857142857,380.812857142857,766.812142857143,832.125714285714,203.828571428571,329.398571428571,435.463571428571,5.46785714285714,13.2314285714286,21.0742857142857,85.3742857142857,221.695714285714,160.73,126.278571428571,95.8378571428571,37.0685714285714,365.837142857143,721.875714285714,956.362857142857,195.822857142857,339.163571428571,"DeKalb ","Alabama",340.31,378.35,768.52,1067.31,234.16,853.99,1186.09,260.2,464.09,9.76,20.24,31.87,88.48,515.72,10.84,22.5,35.42,98.32,352.23,657.47,391.43,730.65,786.87,222.87,172.42,138.01,103.22,47.08,874.38,247.65,191.55,153.37,114.74,52.31,48606.12,2322.38,5908.1,3585.73,2580.76,54017.65,6565.39,3984.63
