"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","8","91.3"
"CENSUS","2017","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","QUAIL","QUAIL - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,672","71.0"
"CENSUS","2017","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","59","69.0"
"CENSUS","2017","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","QUAIL","QUAIL - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","57,508","17.5"
"CENSUS","2017","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","243","70.6"
"CENSUS","2017","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","QUAIL","QUAIL - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,277,684","8.7"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","15","67.7"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","QUAIL","QUAIL - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","4,696","99.3"
"CENSUS","2017","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","1","6.5"
"CENSUS","2017","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","QUAIL","QUAIL - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","61","42.7"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","QUAIL","QUAIL - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","39,707","73.9"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","44","46.5"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","QUAIL","QUAIL - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","14","(H)"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","QUAIL","QUAIL - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","427","54.7"
"CENSUS","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","37","36.2"
"CENSUS","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","QUAIL","QUAIL - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","25,187","20.5"
"CENSUS","2017","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","1","2.9"
"CENSUS","2017","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","QUAIL","QUAIL - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","END OF DEC","","STATE","ALABAMA","01","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","1,397,207","22.4"
"CENSUS","2017","END OF DEC","","STATE","ALABAMA","01","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","104","69.2"
"CENSUS","2017","END OF DEC","","STATE","ALASKA","02","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","END OF DEC","","STATE","ALASKA","02","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","4","(L)"
"CENSUS","2017","END OF DEC","","STATE","ARIZONA","04","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","6,349","99.2"
"CENSUS","2017","END OF DEC","","STATE","ARIZONA","04","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","40","35.0"
"CENSUS","2017","END OF DEC","","STATE","ARKANSAS","05","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","36,367","(H)"
"CENSUS","2017","END OF DEC","","STATE","ARKANSAS","05","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","62","62.2"
"CENSUS","2017","END OF DEC","","STATE","CALIFORNIA","06","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","173,927","9.0"
"CENSUS","2017","END OF DEC","","STATE","CALIFORNIA","06","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","81","57.7"
"CENSUS","2017","END OF DEC","","STATE","COLORADO","08","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","5,746","(H)"
"CENSUS","2017","END OF DEC","","STATE","COLORADO","08","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","61","99.3"
"CENSUS","2017","END OF DEC","","STATE","CONNECTICUT","09","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","328","98.1"
"CENSUS","2017","END OF DEC","","STATE","CONNECTICUT","09","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","13","67.1"
"CENSUS","2017","END OF DEC","","STATE","DELAWARE","10","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","END OF DEC","","STATE","DELAWARE","10","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","1","13.0"
"CENSUS","2017","END OF DEC","","STATE","FLORIDA","12","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","277,622","42.1"
"CENSUS","2017","END OF DEC","","STATE","FLORIDA","12","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","152","49.4"
"CENSUS","2017","END OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","2,665,808","17.1"
"CENSUS","2017","END OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","128","38.3"
"CENSUS","2017","END OF DEC","","STATE","HAWAII","15","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","END OF DEC","","STATE","HAWAII","15","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","2","6.3"
"CENSUS","2017","END OF DEC","","STATE","IDAHO","16","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","4,606","(H)"
"CENSUS","2017","END OF DEC","","STATE","IDAHO","16","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","24","67.8"
"CENSUS","2017","END OF DEC","","STATE","ILLINOIS","17","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","22,286","13.8"
"CENSUS","2017","END OF DEC","","STATE","ILLINOIS","17","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","49","32.4"
"CENSUS","2017","END OF DEC","","STATE","INDIANA","18","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","2,866","65.2"
"CENSUS","2017","END OF DEC","","STATE","INDIANA","18","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","31","36.3"
"CENSUS","2017","END OF DEC","","STATE","IOWA","19","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","25,606","7.2"
"CENSUS","2017","END OF DEC","","STATE","IOWA","19","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","39","41.4"
"CENSUS","2017","END OF DEC","","STATE","KANSAS","20","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","52,876","31.0"
"CENSUS","2017","END OF DEC","","STATE","KANSAS","20","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","31","47.4"
"CENSUS","2017","END OF DEC","","STATE","KENTUCKY","21","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","17,259","20.6"
"CENSUS","2017","END OF DEC","","STATE","KENTUCKY","21","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","77","(H)"
"CENSUS","2017","END OF DEC","","STATE","LOUISIANA","22","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","24,791","12.0"
"CENSUS","2017","END OF DEC","","STATE","LOUISIANA","22","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","100","90.8"
"CENSUS","2017","END OF DEC","","STATE","MAINE","23","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","2,726","(H)"
"CENSUS","2017","END OF DEC","","STATE","MAINE","23","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","19","74.8"
"CENSUS","2017","END OF DEC","","STATE","MARYLAND","24","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","14,570","(H)"
"CENSUS","2017","END OF DEC","","STATE","MARYLAND","24","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","29","(H)"
"CENSUS","2017","END OF DEC","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","3,408","54.1"
"CENSUS","2017","END OF DEC","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","31","(H)"
"CENSUS","2017","END OF DEC","","STATE","MICHIGAN","26","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","6,917","82.1"
"CENSUS","2017","END OF DEC","","STATE","MICHIGAN","26","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","79","58.5"
"CENSUS","2017","END OF DEC","","STATE","MINNESOTA","27","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","16,133","4.3"
"CENSUS","2017","END OF DEC","","STATE","MINNESOTA","27","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","26","35.8"
"CENSUS","2017","END OF DEC","","STATE","MISSISSIPPI","28","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","34,188","31.6"
"CENSUS","2017","END OF DEC","","STATE","MISSISSIPPI","28","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","65","43.0"
"CENSUS","2017","END OF DEC","","STATE","MISSOURI","29","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","32,682","(H)"
"CENSUS","2017","END OF DEC","","STATE","MISSOURI","29","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","80","73.5"
"CENSUS","2017","END OF DEC","","STATE","MONTANA","30","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","END OF DEC","","STATE","MONTANA","30","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","3","4.0"
"CENSUS","2017","END OF DEC","","STATE","NEBRASKA","31","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","1,874","(H)"
"CENSUS","2017","END OF DEC","","STATE","NEBRASKA","31","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","32","(H)"
"CENSUS","2017","END OF DEC","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","1,029","(H)"
"CENSUS","2017","END OF DEC","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","QUAIL","QUAIL - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","34","(H)"
"CENSUS","2017","END OF DEC","","STATE","NEW JERSEY","34","","","","","","","00000000","","QUAIL","QUAIL - INVENTORY","TOTAL","NOT SPECIFIED","18,189","49.6"
