"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","37","35.3"
"CENSUS","2017","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","515","32.4"
"CENSUS","2017","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","92","49.7"
"CENSUS","2017","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","923","25.8"
"CENSUS","2017","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","54","45.0"
"CENSUS","2017","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,247","63.5"
"CENSUS","2017","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","38","65.3"
"CENSUS","2017","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,016","(H)"
"CENSUS","2017","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","77","(H)"
"CENSUS","2017","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","4,685","63.1"
"CENSUS","2017","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","4","(H)"
"CENSUS","2017","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","34","(H)"
"CENSUS","2017","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","47","49.9"
"CENSUS","2017","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,139","44.6"
"CENSUS","2017","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","12","60.3"
"CENSUS","2017","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","203","(H)"
"CENSUS","2017","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","22","(H)"
"CENSUS","2017","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,067","33.9"
"CENSUS","2017","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","20","(H)"
"CENSUS","2017","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","222","(H)"
"CENSUS","2017","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","94","64.4"
"CENSUS","2017","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","15,810","23.3"
"CENSUS","2017","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","94","68.7"
"CENSUS","2017","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","13,687","16.4"
"CENSUS","2017","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","13","21.1"
"CENSUS","2017","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","307","32.8"
"CENSUS","2017","YEAR","","STATE","OHIO","39","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","135","23.2"
"CENSUS","2017","YEAR","","STATE","OHIO","39","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","5,334","14.9"
"CENSUS","2017","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","183","36.3"
"CENSUS","2017","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,575","(H)"
"CENSUS","2017","YEAR","","STATE","OREGON","41","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","39","(H)"
"CENSUS","2017","YEAR","","STATE","OREGON","41","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","232","(H)"
"CENSUS","2017","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","157","33.7"
"CENSUS","2017","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","347,921","32.2"
"CENSUS","2017","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","6","(H)"
"CENSUS","2017","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","48","53.2"
"CENSUS","2017","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","872","44.0"
"CENSUS","2017","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","18","94.1"
"CENSUS","2017","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","194","(H)"
"CENSUS","2017","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","134","12.1"
"CENSUS","2017","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","2,609","37.5"
"CENSUS","2017","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","601","21.9"
"CENSUS","2017","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","15,016","21.3"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","7","(H)"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","67","93.2"
"CENSUS","2017","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","21","58.8"
"CENSUS","2017","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","568","89.5"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","84","89.6"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,555","61.4"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","39","(H)"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","578","89.0"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","71","(H)"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,294","70.5"
"CENSUS","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","94","42.7"
"CENSUS","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","2,114","32.1"
"CENSUS","2017","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","12","(H)"
"CENSUS","2017","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","GUINEAS","GUINEAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","147","71.9"
"CENSUS","2017","END OF DEC","","STATE","ALABAMA","01","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","3,124","(H)"
"CENSUS","2017","END OF DEC","","STATE","ALABAMA","01","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","344","65.6"
"CENSUS","2017","END OF DEC","","STATE","ALASKA","02","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","315","(L)"
"CENSUS","2017","END OF DEC","","STATE","ALASKA","02","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","4","(L)"
"CENSUS","2017","END OF DEC","","STATE","ARIZONA","04","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","989","(H)"
"CENSUS","2017","END OF DEC","","STATE","ARIZONA","04","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","107","(H)"
"CENSUS","2017","END OF DEC","","STATE","ARKANSAS","05","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","4,298","74.5"
"CENSUS","2017","END OF DEC","","STATE","ARKANSAS","05","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","360","(H)"
"CENSUS","2017","END OF DEC","","STATE","CALIFORNIA","06","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","END OF DEC","","STATE","CALIFORNIA","06","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","254","25.4"
"CENSUS","2017","END OF DEC","","STATE","COLORADO","08","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","2,716","(H)"
"CENSUS","2017","END OF DEC","","STATE","COLORADO","08","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","295","75.2"
"CENSUS","2017","END OF DEC","","STATE","CONNECTICUT","09","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","1,583","97.6"
"CENSUS","2017","END OF DEC","","STATE","CONNECTICUT","09","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","62","35.1"
"CENSUS","2017","END OF DEC","","STATE","DELAWARE","10","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","139","47.6"
"CENSUS","2017","END OF DEC","","STATE","DELAWARE","10","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","20","33.0"
"CENSUS","2017","END OF DEC","","STATE","FLORIDA","12","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","5,267","54.0"
"CENSUS","2017","END OF DEC","","STATE","FLORIDA","12","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","510","56.7"
"CENSUS","2017","END OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","5,494","58.9"
"CENSUS","2017","END OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","485","79.5"
"CENSUS","2017","END OF DEC","","STATE","IDAHO","16","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","871","51.8"
"CENSUS","2017","END OF DEC","","STATE","IDAHO","16","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","106","49.1"
"CENSUS","2017","END OF DEC","","STATE","ILLINOIS","17","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","2,788","27.8"
"CENSUS","2017","END OF DEC","","STATE","ILLINOIS","17","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","301","28.2"
"CENSUS","2017","END OF DEC","","STATE","INDIANA","18","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","2,971","65.5"
"CENSUS","2017","END OF DEC","","STATE","INDIANA","18","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","399","40.3"
"CENSUS","2017","END OF DEC","","STATE","IOWA","19","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","6,625","15.8"
"CENSUS","2017","END OF DEC","","STATE","IOWA","19","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","268","26.5"
"CENSUS","2017","END OF DEC","","STATE","KANSAS","20","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","5,611","(H)"
"CENSUS","2017","END OF DEC","","STATE","KANSAS","20","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","436","55.1"
"CENSUS","2017","END OF DEC","","STATE","KENTUCKY","21","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","6,090","26.7"
"CENSUS","2017","END OF DEC","","STATE","KENTUCKY","21","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","728","32.3"
"CENSUS","2017","END OF DEC","","STATE","LOUISIANA","22","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","2,746","71.1"
"CENSUS","2017","END OF DEC","","STATE","LOUISIANA","22","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","251","46.6"
"CENSUS","2017","END OF DEC","","STATE","MAINE","23","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","1,569","26.8"
"CENSUS","2017","END OF DEC","","STATE","MAINE","23","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","180","14.6"
"CENSUS","2017","END OF DEC","","STATE","MARYLAND","24","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","3,422","60.5"
"CENSUS","2017","END OF DEC","","STATE","MARYLAND","24","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","213","55.6"
"CENSUS","2017","END OF DEC","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","1,261","28.6"
"CENSUS","2017","END OF DEC","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","151","32.0"
"CENSUS","2017","END OF DEC","","STATE","MICHIGAN","26","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","3,716","68.3"
"CENSUS","2017","END OF DEC","","STATE","MICHIGAN","26","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","481","32.4"
"CENSUS","2017","END OF DEC","","STATE","MINNESOTA","27","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","3,619","21.6"
"CENSUS","2017","END OF DEC","","STATE","MINNESOTA","27","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","436","25.7"
"CENSUS","2017","END OF DEC","","STATE","MISSISSIPPI","28","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","3,183","42.1"
"CENSUS","2017","END OF DEC","","STATE","MISSISSIPPI","28","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","301","33.0"
"CENSUS","2017","END OF DEC","","STATE","MISSOURI","29","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","13,184","15.5"
"CENSUS","2017","END OF DEC","","STATE","MISSOURI","29","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","679","26.8"
"CENSUS","2017","END OF DEC","","STATE","MONTANA","30","","","","","","","00000000","","GUINEAS","GUINEAS - INVENTORY","TOTAL","NOT SPECIFIED","775","33.2"
"CENSUS","2017","END OF DEC","","STATE","MONTANA","30","","","","","","","00000000","","GUINEAS","GUINEAS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","104","56.6"
