"GEOID","NAME","variable","value"
"26041","Delta County, Michigan","P002001",38520
"26043","Dickinson County, Michigan","P002001",27472
"26045","Eaton County, Michigan","P002001",103655
"26047","Emmet County, Michigan","P002001",31437
"26049","Genesee County, Michigan","P002001",436141
"26051","Gladwin County, Michigan","P002001",26023
"26053","Gogebic County, Michigan","P002001",17370
"26055","Grand Traverse County, Michigan","P002001",77654
"26057","Gratiot County, Michigan","P002001",42285
"26059","Hillsdale County, Michigan","P002001",46527
"26061","Houghton County, Michigan","P002001",36016
"26063","Huron County, Michigan","P002001",36079
"26065","Ingham County, Michigan","P002001",279320
"26067","Ionia County, Michigan","P002001",61518
"26069","Iosco County, Michigan","P002001",27339
"26071","Iron County, Michigan","P002001",13138
"26073","Isabella County, Michigan","P002001",63351
"26075","Jackson County, Michigan","P002001",158422
"26077","Kalamazoo County, Michigan","P002001",238603
"26079","Kalkaska County, Michigan","P002001",16571
"26081","Kent County, Michigan","P002001",574335
"26083","Keweenaw County, Michigan","P002001",2301
"26085","Lake County, Michigan","P002001",11333
"26087","Lapeer County, Michigan","P002001",87904
"26089","Leelanau County, Michigan","P002001",21119
"26091","Lenawee County, Michigan","P002001",98890
"26093","Livingston County, Michigan","P002001",156951
"26095","Luce County, Michigan","P002001",7024
"26097","Mackinac County, Michigan","P002001",11943
"26099","Macomb County, Michigan","P002001",788149
"26101","Manistee County, Michigan","P002001",24527
"26103","Marquette County, Michigan","P002001",64634
"26105","Mason County, Michigan","P002001",28274
"26107","Mecosta County, Michigan","P002001",40553
"26109","Menominee County, Michigan","P002001",25326
"26111","Midland County, Michigan","P002001",82874
"26113","Missaukee County, Michigan","P002001",14478
"26115","Monroe County, Michigan","P002001",145945
"26117","Montcalm County, Michigan","P002001",61266
"26119","Montmorency County, Michigan","P002001",10315
"26121","Muskegon County, Michigan","P002001",170200
"26123","Newaygo County, Michigan","P002001",47874
"26125","Oakland County, Michigan","P002001",1194156
"26127","Oceana County, Michigan","P002001",26873
"26129","Ogemaw County, Michigan","P002001",21645
"26131","Ontonagon County, Michigan","P002001",7818
"26133","Osceola County, Michigan","P002001",23197
"26135","Oscoda County, Michigan","P002001",9418
"26137","Otsego County, Michigan","P002001",23301
"26139","Ottawa County, Michigan","P002001",238314
"26141","Presque Isle County, Michigan","P002001",14411
"26143","Roscommon County, Michigan","P002001",25469
"26145","Saginaw County, Michigan","P002001",210039
"26147","St. Clair County, Michigan","P002001",164235
"26149","St. Joseph County, Michigan","P002001",62422
"26151","Sanilac County, Michigan","P002001",44547
"26153","Schoolcraft County, Michigan","P002001",8903
"26155","Shiawassee County, Michigan","P002001",71687
"26157","Tuscola County, Michigan","P002001",58266
"26159","Van Buren County, Michigan","P002001",76263
"26161","Washtenaw County, Michigan","P002001",322895
"26163","Wayne County, Michigan","P002001",2061162
"26165","Wexford County, Michigan","P002001",30484
"27001","Aitkin County, Minnesota","P002001",15301
"27003","Anoka County, Minnesota","P002001",298084
"27005","Becker County, Minnesota","P002001",30000
"27007","Beltrami County, Minnesota","P002001",39650
"27009","Benton County, Minnesota","P002001",34226
"27011","Big Stone County, Minnesota","P002001",5820
"27013","Blue Earth County, Minnesota","P002001",55941
"27015","Brown County, Minnesota","P002001",26911
"27017","Carlton County, Minnesota","P002001",31671
"27019","Carver County, Minnesota","P002001",70205
"27021","Cass County, Minnesota","P002001",27150
"27023","Chippewa County, Minnesota","P002001",13088
"27025","Chisago County, Minnesota","P002001",41101
"27027","Clay County, Minnesota","P002001",51229
"27029","Clearwater County, Minnesota","P002001",8423
"27031","Cook County, Minnesota","P002001",5168
"27033","Cottonwood County, Minnesota","P002001",12167
"27035","Crow Wing County, Minnesota","P002001",55099
"27037","Dakota County, Minnesota","P002001",355904
"27039","Dodge County, Minnesota","P002001",17731
"27041","Douglas County, Minnesota","P002001",32821
"27043","Faribault County, Minnesota","P002001",16181
"27045","Fillmore County, Minnesota","P002001",21122
"27047","Freeborn County, Minnesota","P002001",32584
"27049","Goodhue County, Minnesota","P002001",44127
"27051","Grant County, Minnesota","P002001",6289
"27053","Hennepin County, Minnesota","P002001",1116200
"27055","Houston County, Minnesota","P002001",19718
"27057","Hubbard County, Minnesota","P002001",18376
"27059","Isanti County, Minnesota","P002001",31287
"27061","Itasca County, Minnesota","P002001",43992
"27063","Jackson County, Minnesota","P002001",11268
"27065","Kanabec County, Minnesota","P002001",14996
"27067","Kandiyohi County, Minnesota","P002001",41203
"27069","Kittson County, Minnesota","P002001",5285
"27071","Koochiching County, Minnesota","P002001",14355
"27073","Lac qui Parle County, Minnesota","P002001",8067
"27075","Lake County, Minnesota","P002001",11058
"27077","Lake of the Woods County, Minnesota","P002001",4522
"27079","Le Sueur County, Minnesota","P002001",25426
"27081","Lincoln County, Minnesota","P002001",6429
"27083","Lyon County, Minnesota","P002001",25425
"27085","McLeod County, Minnesota","P002001",34898
"27087","Mahnomen County, Minnesota","P002001",5190
"27089","Marshall County, Minnesota","P002001",10155
"27091","Martin County, Minnesota","P002001",21802
"27093","Meeker County, Minnesota","P002001",22644
"27095","Mille Lacs County, Minnesota","P002001",22330
"27097","Morrison County, Minnesota","P002001",31712
"27099","Mower County, Minnesota","P002001",38603
"27101","Murray County, Minnesota","P002001",9165
"27103","Nicollet County, Minnesota","P002001",29771
"27105","Nobles County, Minnesota","P002001",20832
"27107","Norman County, Minnesota","P002001",7442
"27109","Olmsted County, Minnesota","P002001",124277
"27111","Otter Tail County, Minnesota","P002001",57159
"27113","Pennington County, Minnesota","P002001",13584
"27115","Pine County, Minnesota","P002001",26530
"27117","Pipestone County, Minnesota","P002001",9895
"27119","Polk County, Minnesota","P002001",31369
"27121","Pope County, Minnesota","P002001",11236
"27123","Ramsey County, Minnesota","P002001",511035
"27125","Red Lake County, Minnesota","P002001",4299
"27127","Redwood County, Minnesota","P002001",16815
"27129","Renville County, Minnesota","P002001",17154
"27131","Rice County, Minnesota","P002001",56665
"27133","Rock County, Minnesota","P002001",9721
"27135","Roseau County, Minnesota","P002001",16338
"27137","St. Louis County, Minnesota","P002001",200528
"27139","Scott County, Minnesota","P002001",89498
"27141","Sherburne County, Minnesota","P002001",64417
"27143","Sibley County, Minnesota","P002001",15356
"27145","Stearns County, Minnesota","P002001",133166
"27147","Steele County, Minnesota","P002001",33680
"27149","Stevens County, Minnesota","P002001",10053
"27151","Swift County, Minnesota","P002001",11956
"27153","Todd County, Minnesota","P002001",24426
"27155","Traverse County, Minnesota","P002001",4134
"27157","Wabasha County, Minnesota","P002001",21610
"27159","Wadena County, Minnesota","P002001",13713
"27161","Waseca County, Minnesota","P002001",19526
"27163","Washington County, Minnesota","P002001",201130
"27165","Watonwan County, Minnesota","P002001",11876
"27167","Wilkin County, Minnesota","P002001",7138
"27169","Winona County, Minnesota","P002001",49985
"27171","Wright County, Minnesota","P002001",89986
"27173","Yellow Medicine County, Minnesota","P002001",11080
"28001","Adams County, Mississippi","P002001",34340
"28003","Alcorn County, Mississippi","P002001",34558
"28005","Amite County, Mississippi","P002001",13599
"28007","Attala County, Mississippi","P002001",19661
"28009","Benton County, Mississippi","P002001",8026
"28011","Bolivar County, Mississippi","P002001",40633
"28013","Calhoun County, Mississippi","P002001",15069
"28015","Carroll County, Mississippi","P002001",10769
"28017","Chickasaw County, Mississippi","P002001",19440
"28019","Choctaw County, Mississippi","P002001",9758
"28021","Claiborne County, Mississippi","P002001",11831
"28023","Clarke County, Mississippi","P002001",17955
"28025","Clay County, Mississippi","P002001",21979
"28027","Coahoma County, Mississippi","P002001",30622
"28029","Copiah County, Mississippi","P002001",28757
"28031","Covington County, Mississippi","P002001",19407
"28033","DeSoto County, Mississippi","P002001",107199
"28035","Forrest County, Mississippi","P002001",72604
"28037","Franklin County, Mississippi","P002001",8448
"28039","George County, Mississippi","P002001",19144
"28041","Greene County, Mississippi","P002001",13299
"28043","Grenada County, Mississippi","P002001",23263
"28045","Hancock County, Mississippi","P002001",42967
"28047","Harrison County, Mississippi","P002001",189601
"28049","Hinds County, Mississippi","P002001",250800
"28051","Holmes County, Mississippi","P002001",21609
"28053","Humphreys County, Mississippi","P002001",11206
"28055","Issaquena County, Mississippi","P002001",2274
"28057","Itawamba County, Mississippi","P002001",22770
"28059","Jackson County, Mississippi","P002001",131420
"28061","Jasper County, Mississippi","P002001",18149
"28063","Jefferson County, Mississippi","P002001",9740
"28065","Jefferson Davis County, Mississippi","P002001",13962
"28067","Jones County, Mississippi","P002001",64958
"28069","Kemper County, Mississippi","P002001",10453
"28071","Lafayette County, Mississippi","P002001",38744
"28073","Lamar County, Mississippi","P002001",39070
"28075","Lauderdale County, Mississippi","P002001",78161
"28077","Lawrence County, Mississippi","P002001",13258
"28079","Leake County, Mississippi","P002001",20940
"28081","Lee County, Mississippi","P002001",75755
"28083","Leflore County, Mississippi","P002001",37947
"28085","Lincoln County, Mississippi","P002001",33166
"28087","Lowndes County, Mississippi","P002001",61586
"28089","Madison County, Mississippi","P002001",74674
"28091","Marion County, Mississippi","P002001",25595
"28093","Marshall County, Mississippi","P002001",34993
"28095","Monroe County, Mississippi","P002001",38014
"28097","Montgomery County, Mississippi","P002001",12189
"28099","Neshoba County, Mississippi","P002001",28684
"28101","Newton County, Mississippi","P002001",21838
"28103","Noxubee County, Mississippi","P002001",12548
"28105","Oktibbeha County, Mississippi","P002001",42902
"28107","Panola County, Mississippi","P002001",34274
"28109","Pearl River County, Mississippi","P002001",48621
"28111","Perry County, Mississippi","P002001",12138
"28113","Pike County, Mississippi","P002001",38940
"28115","Pontotoc County, Mississippi","P002001",26726
"28117","Prentiss County, Mississippi","P002001",25556
"28119","Quitman County, Mississippi","P002001",10117
"28121","Rankin County, Mississippi","P002001",115327
"28123","Scott County, Mississippi","P002001",28423
"28125","Sharkey County, Mississippi","P002001",6580
"28127","Simpson County, Mississippi","P002001",27639
"28129","Smith County, Mississippi","P002001",16182
"28131","Stone County, Mississippi","P002001",13622
"28133","Sunflower County, Mississippi","P002001",34369
"28135","Tallahatchie County, Mississippi","P002001",14903
"28137","Tate County, Mississippi","P002001",25370
"28139","Tippah County, Mississippi","P002001",20826
"28141","Tishomingo County, Mississippi","P002001",19163
"28143","Tunica County, Mississippi","P002001",9227
"28145","Union County, Mississippi","P002001",25362
"28147","Walthall County, Mississippi","P002001",15156
"28149","Warren County, Mississippi","P002001",49644
"28151","Washington County, Mississippi","P002001",62977
"28153","Wayne County, Mississippi","P002001",21216
"28155","Webster County, Mississippi","P002001",10294
"28157","Wilkinson County, Mississippi","P002001",10312
"28159","Winston County, Mississippi","P002001",20160
"28161","Yalobusha County, Mississippi","P002001",13051
"28163","Yazoo County, Mississippi","P002001",28149
"29001","Adair County, Missouri","P002001",24977
"29003","Andrew County, Missouri","P002001",16492
"29005","Atchison County, Missouri","P002001",6430
"29007","Audrain County, Missouri","P002001",25853
"29009","Barry County, Missouri","P002001",34010
"29011","Barton County, Missouri","P002001",12541
"29013","Bates County, Missouri","P002001",16653
"29015","Benton County, Missouri","P002001",17180
"29017","Bollinger County, Missouri","P002001",12029
"29019","Boone County, Missouri","P002001",135454
"29021","Buchanan County, Missouri","P002001",85998
"29023","Butler County, Missouri","P002001",40867
"29025","Caldwell County, Missouri","P002001",8969
"29027","Callaway County, Missouri","P002001",40766
"29029","Camden County, Missouri","P002001",37051
"29031","Cape Girardeau County, Missouri","P002001",68693
"29033","Carroll County, Missouri","P002001",10285
"29035","Carter County, Missouri","P002001",5941
"29037","Cass County, Missouri","P002001",82092
"29039","Cedar County, Missouri","P002001",13733
"29041","Chariton County, Missouri","P002001",8438
"29043","Christian County, Missouri","P002001",54285
"29045","Clark County, Missouri","P002001",7416
"29047","Clay County, Missouri","P002001",184006
"29049","Clinton County, Missouri","P002001",18979
"29051","Cole County, Missouri","P002001",71397
"29053","Cooper County, Missouri","P002001",16670
"29055","Crawford County, Missouri","P002001",22804
"29057","Dade County, Missouri","P002001",7923
"29059","Dallas County, Missouri","P002001",15661
"29061","Daviess County, Missouri","P002001",8016
"29063","DeKalb County, Missouri","P002001",11597
"29065","Dent County, Missouri","P002001",14927
"29067","Douglas County, Missouri","P002001",13084
"29069","Dunklin County, Missouri","P002001",33155
"29071","Franklin County, Missouri","P002001",93807
"29073","Gasconade County, Missouri","P002001",15342
"29075","Gentry County, Missouri","P002001",6861
"29077","Greene County, Missouri","P002001",240391
"29079","Grundy County, Missouri","P002001",10432
"29081","Harrison County, Missouri","P002001",8850
"29083","Henry County, Missouri","P002001",21997
"29085","Hickory County, Missouri","P002001",8940
"29087","Holt County, Missouri","P002001",5351
"29089","Howard County, Missouri","P002001",10212
"29091","Howell County, Missouri","P002001",37238
"29093","Iron County, Missouri","P002001",10697
"29095","Jackson County, Missouri","P002001",654880
"29097","Jasper County, Missouri","P002001",104686
"29099","Jefferson County, Missouri","P002001",198099
"29101","Johnson County, Missouri","P002001",48258
"29103","Knox County, Missouri","P002001",4361
"29105","Laclede County, Missouri","P002001",32513
"29107","Lafayette County, Missouri","P002001",32960
"29109","Lawrence County, Missouri","P002001",35204
"29111","Lewis County, Missouri","P002001",10494
"29113","Lincoln County, Missouri","P002001",38944
"29115","Linn County, Missouri","P002001",13754
"29117","Livingston County, Missouri","P002001",14558
"29119","McDonald County, Missouri","P002001",21681
"29121","Macon County, Missouri","P002001",15762
"29123","Madison County, Missouri","P002001",11800
"29125","Maries County, Missouri","P002001",8903
"29127","Marion County, Missouri","P002001",28289
"29129","Mercer County, Missouri","P002001",3757
"29131","Miller County, Missouri","P002001",23564
"29133","Mississippi County, Missouri","P002001",13427
"29135","Moniteau County, Missouri","P002001",14827
"29137","Monroe County, Missouri","P002001",9311
"29139","Montgomery County, Missouri","P002001",12136
"29141","Morgan County, Missouri","P002001",19309
"29143","New Madrid County, Missouri","P002001",19760
"29145","Newton County, Missouri","P002001",52636
"29147","Nodaway County, Missouri","P002001",21912
"29149","Oregon County, Missouri","P002001",10344
"29151","Osage County, Missouri","P002001",13062
"29153","Ozark County, Missouri","P002001",9542
"29155","Pemiscot County, Missouri","P002001",20047
"29157","Perry County, Missouri","P002001",18132
"29159","Pettis County, Missouri","P002001",39403
"29161","Phelps County, Missouri","P002001",39825
"29163","Pike County, Missouri","P002001",18351
"29165","Platte County, Missouri","P002001",73781
"29167","Polk County, Missouri","P002001",26992
"29169","Pulaski County, Missouri","P002001",41165
"29171","Putnam County, Missouri","P002001",5223
"29173","Ralls County, Missouri","P002001",9626
"29175","Randolph County, Missouri","P002001",24663
"29177","Ray County, Missouri","P002001",23354
"29179","Reynolds County, Missouri","P002001",6689
"29181","Ripley County, Missouri","P002001",13509
"29183","St. Charles County, Missouri","P002001",283883
"29185","St. Clair County, Missouri","P002001",9652
"29186","Ste. Genevieve County, Missouri","P002001",17842
"29187","St. Francois County, Missouri","P002001",55641
"29189","St. Louis County, Missouri","P002001",1016315
"29195","Saline County, Missouri","P002001",23756
"29197","Schuyler County, Missouri","P002001",4170
"29199","Scotland County, Missouri","P002001",4983
"29201","Scott County, Missouri","P002001",40422
"29203","Shannon County, Missouri","P002001",8324
"29205","Shelby County, Missouri","P002001",6799
"29207","Stoddard County, Missouri","P002001",29705
"29209","Stone County, Missouri","P002001",28658
"29211","Sullivan County, Missouri","P002001",7219
"29213","Taney County, Missouri","P002001",39703
"29215","Texas County, Missouri","P002001",23003
"29217","Vernon County, Missouri","P002001",20454
"29219","Warren County, Missouri","P002001",24525
"29221","Washington County, Missouri","P002001",23344
"29223","Wayne County, Missouri","P002001",13259
"29225","Webster County, Missouri","P002001",31045
"29227","Worth County, Missouri","P002001",2382
"29229","Wright County, Missouri","P002001",17955
"29510","St. Louis city, Missouri","P002001",348189
"30001","Beaverhead County, Montana","P002001",9202
"30003","Big Horn County, Montana","P002001",12671
"30005","Blaine County, Montana","P002001",7009
"30007","Broadwater County, Montana","P002001",4385
"30009","Carbon County, Montana","P002001",9552
"30011","Carter County, Montana","P002001",1360
"30013","Cascade County, Montana","P002001",80357
"30015","Chouteau County, Montana","P002001",5970
"30017","Custer County, Montana","P002001",11696
"30019","Daniels County, Montana","P002001",2017
"30021","Dawson County, Montana","P002001",9059
"30023","Deer Lodge County, Montana","P002001",9417
"30025","Fallon County, Montana","P002001",2837
"30027","Fergus County, Montana","P002001",11893
"30029","Flathead County, Montana","P002001",74471
"30031","Gallatin County, Montana","P002001",67831
"30033","Garfield County, Montana","P002001",1279
"30035","Glacier County, Montana","P002001",13247
"30037","Golden Valley County, Montana","P002001",1042
"30039","Granite County, Montana","P002001",2830
"30041","Hill County, Montana","P002001",16673
"30043","Jefferson County, Montana","P002001",10049
"30045","Judith Basin County, Montana","P002001",2329
"30047","Lake County, Montana","P002001",26507
"30049","Lewis and Clark County, Montana","P002001",55716
"30051","Liberty County, Montana","P002001",2158
"30053","Lincoln County, Montana","P002001",18837
"30055","McCone County, Montana","P002001",1977
"30057","Madison County, Montana","P002001",6851
"30059","Meagher County, Montana","P002001",1932
"30061","Mineral County, Montana","P002001",3884
"30063","Missoula County, Montana","P002001",95802
"30065","Musselshell County, Montana","P002001",4497
"30067","Park County, Montana","P002001",15694
"30069","Petroleum County, Montana","P002001",493
"30071","Phillips County, Montana","P002001",4601
"30073","Pondera County, Montana","P002001",6424
"30075","Powder River County, Montana","P002001",1858
"30077","Powell County, Montana","P002001",7180
"30079","Prairie County, Montana","P002001",1199
"30081","Ravalli County, Montana","P002001",36070
"30083","Richland County, Montana","P002001",9667
"30085","Roosevelt County, Montana","P002001",10620
"30087","Rosebud County, Montana","P002001",9383
"30089","Sanders County, Montana","P002001",10227
"30091","Sheridan County, Montana","P002001",4105
"30093","Silver Bow County, Montana","P002001",34606
"30095","Stillwater County, Montana","P002001",8195
"30097","Sweet Grass County, Montana","P002001",3609
"30099","Teton County, Montana","P002001",6445
"30101","Toole County, Montana","P002001",5267
"30103","Treasure County, Montana","P002001",861
"30105","Valley County, Montana","P002001",7675
"30107","Wheatland County, Montana","P002001",2259
"30109","Wibaux County, Montana","P002001",1068
"30111","Yellowstone County, Montana","P002001",129352
"31001","Adams County, Nebraska","P002001",31151
"31003","Antelope County, Nebraska","P002001",7452
"31005","Arthur County, Nebraska","P002001",444
"31007","Banner County, Nebraska","P002001",819
"31009","Blaine County, Nebraska","P002001",583
"31011","Boone County, Nebraska","P002001",6259
"31013","Box Butte County, Nebraska","P002001",12158
"31015","Boyd County, Nebraska","P002001",2438
"31017","Brown County, Nebraska","P002001",3525
"31019","Buffalo County, Nebraska","P002001",42259
"31021","Burt County, Nebraska","P002001",7791
"31023","Butler County, Nebraska","P002001",8767
"31025","Cass County, Nebraska","P002001",24334
"31027","Cedar County, Nebraska","P002001",9615
"31029","Chase County, Nebraska","P002001",4068
"31031","Cherry County, Nebraska","P002001",6148
"31033","Cheyenne County, Nebraska","P002001",9830
"31035","Clay County, Nebraska","P002001",7039
"31037","Colfax County, Nebraska","P002001",10441
"31039","Cuming County, Nebraska","P002001",10203
"31041","Custer County, Nebraska","P002001",11793
"31043","Dakota County, Nebraska","P002001",20253
"31045","Dawes County, Nebraska","P002001",9060
"31047","Dawson County, Nebraska","P002001",24365
"31049","Deuel County, Nebraska","P002001",2098
"31051","Dixon County, Nebraska","P002001",6339
"31053","Dodge County, Nebraska","P002001",36160
"31055","Douglas County, Nebraska","P002001",463585
"31057","Dundy County, Nebraska","P002001",2292
"31059","Fillmore County, Nebraska","P002001",6634
"31061","Franklin County, Nebraska","P002001",3574
"31063","Frontier County, Nebraska","P002001",3099
"31065","Furnas County, Nebraska","P002001",5324
"31067","Gage County, Nebraska","P002001",22993
"31069","Garden County, Nebraska","P002001",2292
"31071","Garfield County, Nebraska","P002001",1902
"31073","Gosper County, Nebraska","P002001",2143
"31075","Grant County, Nebraska","P002001",747
"31077","Greeley County, Nebraska","P002001",2714
"31079","Hall County, Nebraska","P002001",53534
"31081","Hamilton County, Nebraska","P002001",9403
"31083","Harlan County, Nebraska","P002001",3786
"31085","Hayes County, Nebraska","P002001",1068
"31087","Hitchcock County, Nebraska","P002001",3111
"31089","Holt County, Nebraska","P002001",11551
"31091","Hooker County, Nebraska","P002001",783
"31093","Howard County, Nebraska","P002001",6567
"31095","Jefferson County, Nebraska","P002001",8333
"31097","Johnson County, Nebraska","P002001",4488
"31099","Kearney County, Nebraska","P002001",6882
"31101","Keith County, Nebraska","P002001",8875
"31103","Keya Paha County, Nebraska","P002001",983
"31105","Kimball County, Nebraska","P002001",4089
"31107","Knox County, Nebraska","P002001",9374
"31109","Lancaster County, Nebraska","P002001",250291
"31111","Lincoln County, Nebraska","P002001",34632
"31113","Logan County, Nebraska","P002001",774
"31115","Loup County, Nebraska","P002001",712
"31117","McPherson County, Nebraska","P002001",533
"31119","Madison County, Nebraska","P002001",35226
"31121","Merrick County, Nebraska","P002001",8204
"31123","Morrill County, Nebraska","P002001",5440
"31125","Nance County, Nebraska","P002001",4038
"31127","Nemaha County, Nebraska","P002001",7576
"31129","Nuckolls County, Nebraska","P002001",5057
"31131","Otoe County, Nebraska","P002001",15396
"31133","Pawnee County, Nebraska","P002001",3087
"31135","Perkins County, Nebraska","P002001",3200
"31137","Phelps County, Nebraska","P002001",9747
"31139","Pierce County, Nebraska","P002001",7857
"31141","Platte County, Nebraska","P002001",31662
"31143","Polk County, Nebraska","P002001",5639
"31145","Red Willow County, Nebraska","P002001",11448
"31147","Richardson County, Nebraska","P002001",9531
"31149","Rock County, Nebraska","P002001",1756
"31151","Saline County, Nebraska","P002001",13843
"31153","Sarpy County, Nebraska","P002001",122595
"31155","Saunders County, Nebraska","P002001",19830
"31157","Scotts Bluff County, Nebraska","P002001",36951
"31159","Seward County, Nebraska","P002001",16496
"31161","Sheridan County, Nebraska","P002001",6198
"31163","Sherman County, Nebraska","P002001",3318
"31165","Sioux County, Nebraska","P002001",1475
"31167","Stanton County, Nebraska","P002001",6455
"31169","Thayer County, Nebraska","P002001",6055
"31171","Thomas County, Nebraska","P002001",729
"31173","Thurston County, Nebraska","P002001",7171
"31175","Valley County, Nebraska","P002001",4647
"31177","Washington County, Nebraska","P002001",18780
"31179","Wayne County, Nebraska","P002001",9851
"31181","Webster County, Nebraska","P002001",4061
"31183","Wheeler County, Nebraska","P002001",886
"31185","York County, Nebraska","P002001",14598
"32001","Churchill County, Nevada","P002001",23982
"32003","Clark County, Nevada","P002001",1375765
"32005","Douglas County, Nevada","P002001",41259
"32007","Elko County, Nevada","P002001",45291
"32009","Esmeralda County, Nevada","P002001",971
"32011","Eureka County, Nevada","P002001",1651
"32013","Humboldt County, Nevada","P002001",16106
"32015","Lander County, Nevada","P002001",5794
"32017","Lincoln County, Nevada","P002001",4165
"32019","Lyon County, Nevada","P002001",34501
"32021","Mineral County, Nevada","P002001",5071
"32023","Nye County, Nevada","P002001",32485
"32027","Pershing County, Nevada","P002001",6693
"32029","Storey County, Nevada","P002001",3399
"32031","Washoe County, Nevada","P002001",339486
"32033","White Pine County, Nevada","P002001",9181
"32510","Carson City, Nevada","P002001",52457
"33001","Belknap County, New Hampshire","P002001",56325
"33003","Carroll County, New Hampshire","P002001",43666
"33005","Cheshire County, New Hampshire","P002001",73825
"33007","Coos County, New Hampshire","P002001",33111
"33009","Grafton County, New Hampshire","P002001",81743
"33011","Hillsborough County, New Hampshire","P002001",380841
"33013","Merrimack County, New Hampshire","P002001",136225
"33015","Rockingham County, New Hampshire","P002001",277359
"33017","Strafford County, New Hampshire","P002001",112233
"33019","Sullivan County, New Hampshire","P002001",40458
"34001","Atlantic County, New Jersey","P002001",252552
"34003","Bergen County, New Jersey","P002001",884118
"34005","Burlington County, New Jersey","P002001",423394
"34007","Camden County, New Jersey","P002001",508932
"34009","Cape May County, New Jersey","P002001",102326
"34011","Cumberland County, New Jersey","P002001",146438
"34013","Essex County, New Jersey","P002001",793633
"34015","Gloucester County, New Jersey","P002001",254673
"34017","Hudson County, New Jersey","P002001",608975
"34019","Hunterdon County, New Jersey","P002001",121989
"34021","Mercer County, New Jersey","P002001",350761
"34023","Middlesex County, New Jersey","P002001",750162
"34025","Monmouth County, New Jersey","P002001",615301
"34027","Morris County, New Jersey","P002001",470212
"34029","Ocean County, New Jersey","P002001",510916
"34031","Passaic County, New Jersey","P002001",489049
"34033","Salem County, New Jersey","P002001",64285
"34035","Somerset County, New Jersey","P002001",297490
"34037","Sussex County, New Jersey","P002001",144166
"34039","Union County, New Jersey","P002001",522541
"34041","Warren County, New Jersey","P002001",102437
"35001","Bernalillo County, New Mexico","P002001",556678
"35003","Catron County, New Mexico","P002001",3543
"35005","Chaves County, New Mexico","P002001",61382
"35006","Cibola County, New Mexico","P002001",25595
"35007","Colfax County, New Mexico","P002001",14189
"35009","Curry County, New Mexico","P002001",45044
"35011","De Baca County, New Mexico","P002001",2240
"35013","Dona Ana County, New Mexico","P002001",174682
"35015","Eddy County, New Mexico","P002001",51658
"35017","Grant County, New Mexico","P002001",31002
"35019","Guadalupe County, New Mexico","P002001",4680
"35021","Harding County, New Mexico","P002001",810
"35023","Hidalgo County, New Mexico","P002001",5932
"35025","Lea County, New Mexico","P002001",55511
"35027","Lincoln County, New Mexico","P002001",19411
"35028","Los Alamos County, New Mexico","P002001",18343
"35029","Luna County, New Mexico","P002001",25016
"35031","McKinley County, New Mexico","P002001",74798
"35033","Mora County, New Mexico","P002001",5180
"35035","Otero County, New Mexico","P002001",62298
"35037","Quay County, New Mexico","P002001",10155
"35039","Rio Arriba County, New Mexico","P002001",41190
"35041","Roosevelt County, New Mexico","P002001",18018
"35043","Sandoval County, New Mexico","P002001",89908
"35045","San Juan County, New Mexico","P002001",113801
"35047","San Miguel County, New Mexico","P002001",30126
"35049","Santa Fe County, New Mexico","P002001",129292
"35051","Sierra County, New Mexico","P002001",13270
"35053","Socorro County, New Mexico","P002001",18078
"35055","Taos County, New Mexico","P002001",29979
"35057","Torrance County, New Mexico","P002001",16911
"35059","Union County, New Mexico","P002001",4174
"35061","Valencia County, New Mexico","P002001",66152
"36001","Albany County, New York","P002001",294565
"36003","Allegany County, New York","P002001",49927
"36005","Bronx County, New York","P002001",1332650
"36007","Broome County, New York","P002001",200536
"36009","Cattaraugus County, New York","P002001",83955
"36011","Cayuga County, New York","P002001",81963
"36013","Chautauqua County, New York","P002001",139750
"36015","Chemung County, New York","P002001",91070
"36017","Chenango County, New York","P002001",51401
"36019","Clinton County, New York","P002001",79894
"36021","Columbia County, New York","P002001",63094
"36023","Cortland County, New York","P002001",48599
"36025","Delaware County, New York","P002001",48055
"36027","Dutchess County, New York","P002001",280150
"36029","Erie County, New York","P002001",950265
"36031","Essex County, New York","P002001",38851
"36033","Franklin County, New York","P002001",51134
"36035","Fulton County, New York","P002001",55073
"36037","Genesee County, New York","P002001",60370
"36039","Greene County, New York","P002001",48195
"36041","Hamilton County, New York","P002001",5379
"36043","Herkimer County, New York","P002001",64427
"36045","Jefferson County, New York","P002001",111738
"36047","Kings County, New York","P002001",2465326
"36049","Lewis County, New York","P002001",26944
"36051","Livingston County, New York","P002001",64328
"36053","Madison County, New York","P002001",69441
"36055","Monroe County, New York","P002001",735343
"36057","Montgomery County, New York","P002001",49708
"36059","Nassau County, New York","P002001",1334544
"36061","New York County, New York","P002001",1537195
"36063","Niagara County, New York","P002001",219846
"36065","Oneida County, New York","P002001",235469
"36067","Onondaga County, New York","P002001",458336
"36069","Ontario County, New York","P002001",100224
"36071","Orange County, New York","P002001",341367
"36073","Orleans County, New York","P002001",44171
"36075","Oswego County, New York","P002001",122377
"36077","Otsego County, New York","P002001",61676
"36079","Putnam County, New York","P002001",95745
"36081","Queens County, New York","P002001",2229379
"36083","Rensselaer County, New York","P002001",152538
"36085","Richmond County, New York","P002001",443728
"36087","Rockland County, New York","P002001",286753
"36089","St. Lawrence County, New York","P002001",111931
